É”,deep,void ratio,water content,X,Y,UU,CU,CUBar,CD
0,11.025,63,1.686,77.65274811,-9.2609272,1,0,0,0
0,16,64.4,1.715,77.65274811,-9.2609272,1,0,0,0
0,19.85,37.8,1.05,77.65274811,-9.2609272,1,0,0,0
0,30.4,45.3,1.208,77.65274811,-9.2609272,1,0,0,0
0,35.3,39.2,1.037,77.65274811,-9.2609272,1,0,0,0
0,10.4,53.7,1.426,77.65274811,-9.2609272,1,0,0,0
0,15.8,56.7,1.5,77.65274811,-9.2609272,1,0,0,0
0,19.95,50.6,1.355,77.65274811,-9.2609272,1,0,0,0
33.3,5,29.1,1.058,-122.4698563,-114.9771347,0,0,0,1
33.9,8,29.2,0.898,-122.4698563,-114.9771347,0,0,0,1
40.3,11,17.9,0.691,-122.4698563,-114.9771347,0,0,0,1
0,16.4,49,1.346,77.65274811,-9.2609272,1,0,0,0
0,20.4,58.6,1.61,77.65274811,-9.2609272,1,0,0,0
0,11.415,51.9,1.386,77.65274811,-9.2609272,1,0,0,0
0,17.45,62.8,1.669,77.65274811,-9.2609272,1,0,0,0
0,22.345,39.6,1.071,77.65274811,-9.2609272,1,0,0,0
0,11.42,56.1,1.489,77.65274811,-9.2609272,1,0,0,0
0,16.325,62.9,1.653,77.65274811,-9.2609272,1,0,0,0
11.7,31.1,21.4,0.647,-122.4698563,-114.9771347,1,0,0,0
36.9,3.45,25.8,0.69,-122.4698563,-114.9771347,0,0,0,1
0,10.1,53.1,1.412,77.65274811,-9.2609272,1,0,0,0
0,16.35,59.6,1.578,77.65274811,-9.2609272,1,0,0,0
0,20.835,36.6,0.996,77.65274811,-9.2609272,1,0,0,0
0,12.4,51.3,1.376,77.65274811,-9.2609272,1,0,0,0
0,17.275,59.6,1.579,77.65274811,-9.2609272,1,0,0,0
0,21.05,52.6,1.403,77.65274811,-9.2609272,1,0,0,0
0,17.375,55.9,1.515,77.65274811,-9.2609272,1,0,0,0
0,19.4,60.2,1.617,77.65274811,-9.2609272,1,0,0,0
0,21.4,59,1.575,77.65274811,-9.2609272,1,0,0,0
0,24.4,39.2,1.115,77.65274811,-9.2609272,1,0,0,0
0,12.1,51.2,1.36,77.65274811,-9.2609272,1,0,0,0
0,17.175,58.8,1.559,77.65274811,-9.2609272,1,0,0,0
0,22.4,42.3,1.131,77.65274811,-9.2609272,1,0,0,0
0,46.5,35.7,0.972,77.65274811,-9.2609272,1,0,0,0
0,49.5,29.4,0.777,77.65274811,-9.2609272,1,0,0,0
0,83.5,41.8,1.156,77.65274811,-9.2609272,1,0,0,0
0,86.4,35.2,0.931,77.65274811,-9.2609272,1,0,0,0
9,3.65,30,0.823,-122.4698563,-114.9771347,1,0,0,0
0,9.375,46.7,1.332,77.65274811,-9.2609272,1,0,0,0
0,11.4,52.4,1.423,77.65274811,-9.2609272,1,0,0,0
0,15.4,48.5,1.312,77.65274811,-9.2609272,1,0,0,0
0,3.45,30.8,0.786,-122.4698563,-114.9771347,1,0,0,0
0,4.4,42.9,1.16,77.65274811,-9.2609272,1,0,0,0
0,9.375,52.6,1.378,77.65274811,-9.2609272,1,0,0,0
39.6,1.9,15,0.922,-122.4698563,-114.9771347,0,0,0,1
5.7,3.8,28,0.856,77.65274811,-9.2609272,1,0,0,0
34.4,7,27.9,0.874,-122.4698563,-114.9771347,0,0,0,1
37.6,12.5,38.5,1.073,30.23841476,-162.0327454,0,0,0,1
0,17.9,61.4,1.617,77.65274811,-9.2609272,1,0,0,0
0,22.95,58.2,1.536,77.65274811,-9.2609272,1,0,0,0
1.25,10.6,64.2,1.68,77.65274811,-9.2609272,1,0,0,0
1,15.6,64.3,1.69,77.65274811,-9.2609272,1,0,0,0
23.5,3.65,26.5,0.902,-122.4698563,-114.9771347,1,0,0,0
0,8.4,50,1.375,77.65274811,-9.2609272,1,0,0,0
0,10.4,48.9,1.353,77.65274811,-9.2609272,1,0,0,0
19.5,3.85,29.9,0.915,-122.4698563,-114.9771347,1,0,0,0
2.7,4.25,48.8,1.289,77.65274811,-9.2609272,1,0,0,0
5.3,6.4,50.4,1.351,30.23841476,-162.0327454,1,0,0,0
2.8,12.3,64.1,1.709,77.65274811,-9.2609272,1,0,0,0
0,12.4,71.9,1.948,77.65274811,-9.2609272,1,0,0,0
0,9.9,50.2,1.31,77.65274811,-9.2609272,1,0,0,0
0,15.9,53.2,1.39,77.65274811,-9.2609272,1,0,0,0
19.5,21.9,28.7,0.78,-122.4698563,-114.9771347,1,0,0,0
0,32.4,59.6,1.57,77.65274811,-9.2609272,1,0,0,0
0,38.4,74.4,1.95,77.65274811,-9.2609272,1,0,0,0
0,8.35,47.6,1.294,77.65274811,-9.2609272,1,0,0,0
0,12.4,69.9,1.89,77.65274811,-9.2609272,1,0,0,0
0,17.33,42.9,1.174,77.65274811,-9.2609272,1,0,0,0
12.4,37.1,49,1.339,77.65274811,-9.2609272,0,1,0,0
14,60.4,54.4,1.482,77.65274811,-9.2609272,0,1,0,0
8.3,95.35,49,1.347,77.65274811,-9.2609272,0,1,0,0
3.4,9.425,78.6,2.092,77.65274811,-9.2609272,1,0,0,0
2.9,10.4,78.2,2.098,77.65274811,-9.2609272,1,0,0,0
5.2,28.4,65.7,1.762,77.65274811,-9.2609272,1,0,0,0
13.8,28.415,66.8,1.788,77.65274811,-9.2609272,1,0,0,0
2.6,42.4,63.2,1.698,77.65274811,-9.2609272,1,0,0,0
7.66,49.3,33.6,0.912,77.65274811,-9.2609272,1,0,0,0
0.6,12.45,60.5,1.608,77.65274811,-9.2609272,1,0,0,0
1.4,12.45,62.1,1.666,77.65274811,-9.2609272,1,0,0,0
0.5,12.45,67.8,1.803,77.65274811,-9.2609272,1,0,0,0
2.5,6.425,76.4,2.033,77.65274811,-9.2609272,1,0,0,0
0,3.325,52.6,1.39,77.65274811,-9.2609272,1,0,0,0
0,6.425,63,1.665,77.65274811,-9.2609272,1,0,0,0
0,9.425,85.9,2.276,77.65274811,-9.2609272,1,0,0,0
0,12.425,65.2,1.714,77.65274811,-9.2609272,1,0,0,0
0,15.425,33.3,0.894,77.65274811,-9.2609272,1,0,0,0
0,20.85,28.6,0.763,77.65274811,-9.2609272,1,0,0,0
0,2.4,61.2,1.548,77.65274811,-9.2609272,1,0,0,0
0,6.425,64.4,1.701,77.65274811,-9.2609272,1,0,0,0
0,9.4,87.7,2.316,77.65274811,-9.2609272,1,0,0,0
0,12.4,64.8,1.705,77.65274811,-9.2609272,1,0,0,0
0,15.3,30.1,0.808,-122.4698563,-114.9771347,1,0,0,0
0,19.25,49.9,1.307,30.23841476,-162.0327454,1,0,0,0
2.8,8.4,89.5,2.396,77.65274811,-9.2609272,1,0,0,0
4.6,3.4,51.2,1.387,30.23841476,-162.0327454,1,0,0,0
2.8,8.425,72.9,1.949,77.65274811,-9.2609272,1,0,0,0
2.7,12.375,80,2.143,77.65274811,-9.2609272,1,0,0,0
2.7,14.4,67,1.798,77.65274811,-9.2609272,1,0,0,0
11.5,3.125,40.8,1.127,30.23841476,-162.0327454,1,0,0,0
2.7,7.4,90.7,2.429,77.65274811,-9.2609272,1,0,0,0
3,11.35,77.8,2.084,77.65274811,-9.2609272,1,0,0,0
2.8,14.35,58.1,1.563,77.65274811,-9.2609272,1,0,0,0
5.2,3.15,54.7,1.488,77.65274811,-9.2609272,1,0,0,0
3.2,7.4,78.6,2.106,77.65274811,-9.2609272,1,0,0,0
2.7,11,77.4,2.074,77.65274811,-9.2609272,1,0,0,0
3.2,14.35,63.2,1.7,77.65274811,-9.2609272,1,0,0,0
5.2,3.3,58.2,1.583,77.65274811,-9.2609272,1,0,0,0
3,5.95,69.4,1.863,77.65274811,-9.2609272,1,0,0,0
2.9,8.4,91.2,2.442,77.65274811,-9.2609272,1,0,0,0
2.9,12.35,80.3,2.149,77.65274811,-9.2609272,1,0,0,0
2.8,5.425,69.2,1.842,77.65274811,-9.2609272,1,0,0,0
37.4,44.05,18.9,0.565,-122.4698563,-114.9771347,0,0,0,1
7.5,38.675,28.9,0.786,77.65274811,-9.2609272,1,0,0,0
0,9.4,73.7,1.986,77.65274811,-9.2609272,1,0,0,0
2.2,4.9,39.1,1.065,77.65274811,-9.2609272,1,0,0,0
2.8,9.4,71.3,1.915,77.65274811,-9.2609272,1,0,0,0
3,21.4,34.3,0.928,77.65274811,-9.2609272,1,0,0,0
6.2,28.9,29.2,0.797,77.65274811,-9.2609272,1,0,0,0
5.1,35.075,28.8,0.781,77.65274811,-9.2609272,1,0,0,0
6.2,39.2,26.9,0.735,77.65274811,-9.2609272,1,0,0,0
3.3,48.625,33.3,0.906,77.65274811,-9.2609272,1,0,0,0
2.7,56.2,48.1,1.292,77.65274811,-9.2609272,1,0,0,0
0.5,5.875,49,1.275,77.65274811,-9.2609272,1,0,0,0
0.4,8.9,58.8,1.554,77.65274811,-9.2609272,1,0,0,0
1.1,20.9,35.7,0.951,77.65274811,-9.2609272,1,0,0,0
5.5,35.425,21.2,0.589,77.65274811,-9.2609272,1,0,0,0
0.5,42.3,42.2,1.158,77.65274811,-9.2609272,1,0,0,0
0.9,49.4,36.2,0.949,77.65274811,-9.2609272,1,0,0,0
36.2,28.4,16.9,0.511,-122.4698563,-114.9771347,0,0,0,1
39.2,45.35,21.1,0.561,-122.4698563,-114.9771347,0,0,0,1
4.4,10.4,72.8,1.966,77.65274811,-9.2609272,1,0,0,0
4.2,15.4,63,1.728,77.65274811,-9.2609272,1,0,0,0
12.4,28.675,24.7,0.687,77.65274811,-9.2609272,1,0,0,0
27,42.1,23.5,0.651,77.65274811,-9.2609272,1,0,0,0
2.2,47.4,30.7,0.87,77.65274811,-9.2609272,1,0,0,0
3.6,19.075,75.4,2.015,77.65274811,-9.2609272,1,0,0,0
0.6,4.9,58.7,1.459,30.23841476,-162.0327454,1,0,0,0
2.1,10.9,84.1,2.098,30.23841476,-162.0327454,1,0,0,0
1.6,14.3,63.3,1.642,30.23841476,-162.0327454,1,0,0,0
6.2,19.775,35.8,0.945,30.23841476,-162.0327454,1,0,0,0
10.3,7.25,31.8,0.85,77.65274811,-9.2609272,1,0,0,0
2.12,12.55,76.1,2.03,77.65274811,-9.2609272,1,0,0,0
4.4,3.85,31.4,0.842,-122.4698563,-114.9771347,1,0,0,0
2.6,8.05,81.8,2.201,30.23841476,-162.0327454,1,0,0,0
2,13,63,1.711,30.23841476,-162.0327454,1,0,0,0
3.8,19.9,32.5,0.882,30.23841476,-162.0327454,1,0,0,0
2.3,25.85,55.7,1.506,30.23841476,-162.0327454,1,0,0,0
0.5,2.9,147.3,3.457,30.23841476,-162.0327454,1,0,0,0
0.3,8.4,95.1,2.388,30.23841476,-162.0327454,1,0,0,0
1.5,12.8,67.7,1.774,30.23841476,-162.0327454,1,0,0,0
1.6,25.05,66.7,1.748,30.23841476,-162.0327454,1,0,0,0
1.6,26,63.7,1.731,30.23841476,-162.0327454,1,0,0,0
5.4,28.95,36.8,1.023,30.23841476,-162.0327454,1,0,0,0
0.5,3.95,51.7,1.352,30.23841476,-162.0327454,1,0,0,0
0.8,8.15,84.3,2.272,30.23841476,-162.0327454,1,0,0,0
1.3,12.95,70.3,1.886,30.23841476,-162.0327454,1,0,0,0
11.4,21.95,29.3,0.808,30.23841476,-162.0327454,1,0,0,0
3.6,26,65.5,1.786,30.23841476,-162.0327454,1,0,0,0
4.5,28.05,53.8,1.463,30.23841476,-162.0327454,1,0,0,0
0,9.4,79.6,2.112,77.65274811,-9.2609272,1,0,0,0
0,18.4,48.8,1.282,77.65274811,-9.2609272,1,0,0,0
0,27.6,54.9,1.469,77.65274811,-9.2609272,1,0,0,0
0,32.5,28.5,0.773,77.65274811,-9.2609272,1,0,0,0
0,44.375,45.8,1.232,77.65274811,-9.2609272,1,0,0,0
0,69.525,51.3,1.363,77.65274811,-9.2609272,1,0,0,0
0,77.36,65.3,1.753,77.65274811,-9.2609272,1,0,0,0
2,2.9,50.8,1.359,30.23841476,-162.0327454,1,0,0,0
3.4,8.95,79.7,2.126,30.23841476,-162.0327454,1,0,0,0
4.1,12.95,69.7,1.851,30.23841476,-162.0327454,1,0,0,0
6.1,18.9,43.8,1.17,30.23841476,-162.0327454,1,0,0,0
5.1,25.95,69.2,1.864,30.23841476,-162.0327454,1,0,0,0
4.4,28.75,49.8,1.356,30.23841476,-162.0327454,1,0,0,0
1.48,6.4,48.4,1.282,77.65274811,-9.2609272,1,0,0,0
1.33,10.4,87.7,2.313,77.65274811,-9.2609272,1,0,0,0
3.3,2.9,32.4,0.87,30.23841476,-162.0327454,1,0,0,0
2.5,8.95,56.1,1.484,30.23841476,-162.0327454,1,0,0,0
2.3,12.9,78.4,2.09,30.23841476,-162.0327454,1,0,0,0
3.58,6.4,39.5,1.054,77.65274811,-9.2609272,1,0,0,0
0.79,10.45,79.1,2.122,77.65274811,-9.2609272,1,0,0,0
19.5,8.45,80,2.099,77.65274811,-9.2609272,0,1,0,0
17,19.225,64.5,1.705,77.65274811,-9.2609272,0,1,0,0
13.5,25.15,80.9,2.121,77.65274811,-9.2609272,0,1,0,0
2.9,5.45,73.2,1.946,77.65274811,-9.2609272,1,0,0,0
2.03,35.3,66,1.763,77.65274811,-9.2609272,1,0,0,0
2.02,40.35,71.8,1.916,77.65274811,-9.2609272,1,0,0,0
2.12,14.3,80.2,2.142,77.65274811,-9.2609272,1,0,0,0
0,10.425,80.4,2.062,77.65274811,-9.2609272,1,0,0,0
0,12.425,76.9,1.986,77.65274811,-9.2609272,1,0,0,0
0,14.425,42.8,1.146,77.65274811,-9.2609272,1,0,0,0
4.78,6.9,68.1,1.917,77.65274811,-9.2609272,1,0,0,0
8.95,12.35,72,1.877,77.65274811,-9.2609272,1,0,0,0
8.74,22.35,61.8,1.686,77.65274811,-9.2609272,1,0,0,0
5.65,32.325,58.2,1.533,77.65274811,-9.2609272,1,0,0,0
2.08,25.1,51.3,1.373,77.65274811,-9.2609272,1,0,0,0
2.02,37.9,65.5,1.749,77.65274811,-9.2609272,1,0,0,0
8.45,7,58,1.931,77.65274811,-9.2609272,1,0,0,0
4.19,13.4,75,1.978,77.65274811,-9.2609272,1,0,0,0
14.1,23.4,61.3,1.649,77.65274811,-9.2609272,1,0,0,0
6.9,34.3,58.8,1.622,77.65274811,-9.2609272,1,0,0,0
1.1,28.035,53.2,1.472,77.65274811,-9.2609272,1,0,0,0
1.6,30.45,60.4,1.646,77.65274811,-9.2609272,1,0,0,0
0,4.05,72.8,2.049,77.65274811,-9.2609272,1,0,0,0
2.1,5.25,66,1.795,77.65274811,-9.2609272,1,0,0,0
0,8.125,87,2.322,77.65274811,-9.2609272,1,0,0,0
1.3,9.575,83.5,2.201,77.65274811,-9.2609272,1,0,0,0
0,7.025,66.3,1.736,77.65274811,-9.2609272,1,0,0,0
0,8.4,88.1,2.35,77.65274811,-9.2609272,1,0,0,0
0,9.725,92.5,2.382,77.65274811,-9.2609272,1,0,0,0
0,11.225,82.8,2.147,77.65274811,-9.2609272,1,0,0,0
31,17.2,62.4,1.623,77.65274811,-9.2609272,0,1,0,0
25,19.2,68.5,1.727,77.65274811,-9.2609272,0,1,0,0
1.46,4.5,96.7,1.969,77.65274811,-9.2609272,1,0,0,0
3.5,9.4,65.2,1.734,77.65274811,-9.2609272,1,0,0,0
2,4.15,103.8,2.749,77.65274811,-9.2609272,1,0,0,0
3,8.2,87.6,2.333,77.65274811,-9.2609272,1,0,0,0
0,3.17,71.2,1.82,77.65274811,-9.2609272,1,0,0,0
0,8.26,85.5,2.265,77.65274811,-9.2609272,1,0,0,0
0,11.05,36.3,0.979,77.65274811,-9.2609272,1,0,0,0
2.28,12.4,79.5,2.133,77.65274811,-9.2609272,1,0,0,0
0,43.675,58.6,1.573,77.65274811,-9.2609272,1,0,0,0
0,2.3,49.7,1.32,30.23841476,-162.0327454,1,0,0,0
0,7.45,89.4,2.36,30.23841476,-162.0327454,1,0,0,0
0.86,8.4,69.2,1.865,77.65274811,-9.2609272,1,0,0,0
0.71,10.4,83.7,2.239,77.65274811,-9.2609272,1,0,0,0
16,9.45,45.6,1.281,77.65274811,-9.2609272,0,1,0,0
22.8,13.3,62.4,1.678,77.65274811,-9.2609272,0,1,0,0
1.14,7.45,76.1,2.006,77.65274811,-9.2609272,1,0,0,0
0.6,10.45,73.9,1.967,77.65274811,-9.2609272,1,0,0,0
0.4,7.4,66.6,1.803,77.65274811,-9.2609272,1,0,0,0
3.23,9.4,97.5,1.506,77.65274811,-9.2609272,1,0,0,0
0.57,8.4,65.2,1.75,77.65274811,-9.2609272,1,0,0,0
1.36,10.4,72.6,1.964,77.65274811,-9.2609272,1,0,0,0
1.49,12.4,56.9,1.536,77.65274811,-9.2609272,1,0,0,0
0,11.375,47.1,1.276,77.65274811,-9.2609272,1,0,0,0
0,16.5,65.8,1.74,77.65274811,-9.2609272,1,0,0,0
0,47.675,63.4,1.683,77.65274811,-9.2609272,1,0,0,0
0,72.875,61.1,1.632,77.65274811,-9.2609272,1,0,0,0
1.32,8.45,71.2,1.932,77.65274811,-9.2609272,1,0,0,0
2.3,10.45,85.6,2.302,77.65274811,-9.2609272,1,0,0,0
5.3,5.775,35.9,0.955,77.65274811,-9.2609272,1,0,0,0
2,9.3,64.6,1.726,77.65274811,-9.2609272,1,0,0,0
0,4.25,59.5,1.924,77.65274811,-9.2609272,1,0,0,0
0,8.35,72.8,2.038,77.65274811,-9.2609272,1,0,0,0
2.2,31.4,50.4,1.378,77.65274811,-9.2609272,1,0,0,0
2.9,34.4,44.7,1.223,77.65274811,-9.2609272,1,0,0,0
0,31.015,52.3,1.398,77.65274811,-9.2609272,1,0,0,0
28.1,40.425,24.3,0.727,-122.4698563,-114.9771347,1,0,0,0
32.7,5.9,44.8,1.257,30.23841476,-162.0327454,0,0,0,1
38.8,9.95,31,0.931,-122.4698563,-114.9771347,0,0,0,1
0,20.475,67.9,1.877,77.65274811,-9.2609272,1,0,0,0
0,23.45,35.7,1.047,-122.4698563,-114.9771347,1,0,0,0
34.6,26.925,26.9,0.895,-122.4698563,-114.9771347,0,0,0,1
0,34.5,49.4,1.38,77.65274811,-9.2609272,1,0,0,0
5.3,6.45,63.1,1.706,77.65274811,-9.2609272,1,0,0,0
2.86,10.45,72.7,1.947,77.65274811,-9.2609272,1,0,0,0
3,2.1,64.6,1.733,77.65274811,-9.2609272,1,0,0,0
4,6.415,84.1,2.239,77.65274811,-9.2609272,1,0,0,0
0.5,17.45,69.3,1.823,77.65274811,-9.2609272,1,0,0,0
3,22.425,67.3,1.803,77.65274811,-9.2609272,1,0,0,0
0.33,27.45,55.7,1.449,77.65274811,-9.2609272,1,0,0,0
0.67,31.425,38.7,1.008,77.65274811,-9.2609272,1,0,0,0
3.83,39.4,49.4,1.29,77.65274811,-9.2609272,1,0,0,0
3.5,41.4,46.4,1.212,77.65274811,-9.2609272,1,0,0,0
0.83,46.39,29.5,0.786,77.65274811,-9.2609272,1,0,0,0
2.9,2.4,73.5,1.943,77.65274811,-9.2609272,1,0,0,0
3.4,6.4,85.5,2.247,77.65274811,-9.2609272,1,0,0,0
1.83,10.05,39.5,1.118,77.65274811,-9.2609272,1,0,0,0
3,17.4,72.4,1.954,77.65274811,-9.2609272,1,0,0,0
1.33,21.4,73.1,1.868,77.65274811,-9.2609272,1,0,0,0
3.67,27.4,56,1.453,77.65274811,-9.2609272,1,0,0,0
1.5,31.325,27.4,0.754,77.65274811,-9.2609272,1,0,0,0
4,39.4,51.6,1.341,77.65274811,-9.2609272,1,0,0,0
1,41.4,44.8,1.207,77.65274811,-9.2609272,1,0,0,0
2.5,4.2,96.7,2.567,77.65274811,-9.2609272,1,0,0,0
2.7,8.3,75.8,2.018,77.65274811,-9.2609272,1,0,0,0
3,2.4,74.5,1.969,77.65274811,-9.2609272,1,0,0,0
3.5,6.4,87.4,2.293,77.65274811,-9.2609272,1,0,0,0
1.5,10.75,40.1,1.04,77.65274811,-9.2609272,1,0,0,0
1.17,17.425,63.4,1.726,77.65274811,-9.2609272,1,0,0,0
0.33,21.4,67.7,1.79,77.65274811,-9.2609272,1,0,0,0
1.33,26.4,60.3,1.566,77.65274811,-9.2609272,1,0,0,0
2.17,39.425,46.7,1.221,77.65274811,-9.2609272,1,0,0,0
2.5,41.45,47.4,1.234,77.65274811,-9.2609272,1,0,0,0
0.83,45.95,30.3,0.801,77.65274811,-9.2609272,1,0,0,0
1.71,5.45,58,1.589,77.65274811,-9.2609272,1,0,0,0
1.63,10.45,80.4,2.133,77.65274811,-9.2609272,1,0,0,0
0,35.35,45,1.218,77.65274811,-9.2609272,1,0,0,0
0,4.3,85.8,2.232,30.23841476,-162.0327454,1,0,0,0
5.07,10.2,79.5,2.126,77.65274811,-9.2609272,1,0,0,0
8.25,14.5,35,0.967,77.65274811,-9.2609272,1,0,0,0
10.3,32.525,60.7,1.645,77.65274811,-9.2609272,1,0,0,0
11.6,35.425,65.3,1.733,77.65274811,-9.2609272,1,0,0,0
11.1,8.875,34.3,0.92,77.65274811,-9.2609272,1,0,0,0
4,5.35,64.3,1.717,30.23841476,-162.0327454,1,0,0,0
1.5,3.35,80.8,1.963,77.65274811,-9.2609272,1,0,0,0
2,9.35,38.3,1.075,-122.4698563,-114.9771347,1,0,0,0
0,4.4,52.8,1.506,77.65274811,-9.2609272,1,0,0,0
3.25,9.3,76,2.007,77.65274811,-9.2609272,1,0,0,0
0,14,56.3,1.516,77.65274811,-9.2609272,1,0,0,0
4,17.15,49.7,1.305,30.23841476,-162.0327454,1,0,0,0
1.34,32.4,67.5,1.791,30.23841476,-162.0327454,1,0,0,0
5.71,35.675,68.6,1.863,77.65274811,-9.2609272,1,0,0,0
3,4.1,67.8,1.8,77.65274811,-9.2609272,1,0,0,0
2.9,8.9,81.2,2.162,77.65274811,-9.2609272,1,0,0,0
2.2,33.45,44.4,1.236,77.65274811,-9.2609272,1,0,0,0
7.5,37.35,54.7,1.506,77.65274811,-9.2609272,1,0,0,0
4.1,53.425,62.1,1.694,77.65274811,-9.2609272,1,0,0,0
0,3.3,75.5,2.133,77.65274811,-9.2609272,1,0,0,0
0,11.95,82.4,2.267,77.65274811,-9.2609272,1,0,0,0
0,24.9,66.3,1.924,77.65274811,-9.2609272,1,0,0,0
0,31.8,53.2,1.422,77.65274811,-9.2609272,1,0,0,0
0,48.8,36.8,1.175,77.65274811,-9.2609272,1,0,0,0
0.3,2.425,70.9,1.797,77.65274811,-9.2609272,1,0,0,0
2.1,12.4,74.1,2.005,77.65274811,-9.2609272,1,0,0,0
2.3,24.35,62.2,1.729,77.65274811,-9.2609272,1,0,0,0
2,32.3,47,1.295,77.65274811,-9.2609272,1,0,0,0
2.8,41.2,31.9,0.9,77.65274811,-9.2609272,1,0,0,0
2.6,48.5,35.7,1.006,77.65274811,-9.2609272,1,0,0,0
0,3.35,113.1,3.036,77.65274811,-9.2609272,1,0,0,0
0,13.45,68.8,2.015,77.65274811,-9.2609272,1,0,0,0
0,24.8,61.1,1.639,77.65274811,-9.2609272,1,0,0,0
0,32.4,60.7,1.772,77.65274811,-9.2609272,1,0,0,0
0,49.3,43.2,1.244,77.65274811,-9.2609272,1,0,0,0
0,3.425,109.1,2.86,77.65274811,-9.2609272,1,0,0,0
0,10.425,83,2.199,30.23841476,-162.0327454,1,0,0,0
0,25.375,62.3,1.652,77.65274811,-9.2609272,1,0,0,0
0,31.375,55.9,1.489,77.65274811,-9.2609272,1,0,0,0
0,49,34.3,0.917,77.65274811,-9.2609272,1,0,0,0
11,5.45,81.3,2.11,77.65274811,-9.2609272,0,1,0,0
13.5,11.45,50.7,1.4,77.65274811,-9.2609272,0,1,0,0
9.5,14.45,57.6,1.561,77.65274811,-9.2609272,0,1,0,0
3.6,3.95,54.5,1.454,77.65274811,-9.2609272,1,0,0,0
2.5,8.2,80.6,2.147,77.65274811,-9.2609272,1,0,0,0
15.3,5.45,69.3,1.812,77.65274811,-9.2609272,0,1,0,0
1.4,3.955,64.7,1.701,77.65274811,-9.2609272,1,0,0,0
1.2,9.215,82.9,2.206,77.65274811,-9.2609272,1,0,0,0
1.3,23.405,59.5,1.651,77.65274811,-9.2609272,1,0,0,0
2.6,31.915,55.4,1.502,77.65274811,-9.2609272,1,0,0,0
2.7,41.105,29.6,0.801,77.65274811,-9.2609272,1,0,0,0
0,19.4,66.5,1.731,77.65274811,-9.2609272,1,0,0,0
0,21.4,66.7,1.769,77.65274811,-9.2609272,1,0,0,0
0,38.35,38.8,1.084,77.65274811,-9.2609272,1,0,0,0
0,42.4,45.7,1.17,77.65274811,-9.2609272,1,0,0,0
4.3,7,60.5,1.617,77.65274811,-9.2609272,1,0,0,0
4.1,15.35,59.5,1.586,77.65274811,-9.2609272,1,0,0,0
7.1,2.35,47.7,1.275,77.65274811,-9.2609272,1,0,0,0
8.2,5.425,39.7,1.07,30.23841476,-162.0327454,1,0,0,0
3.5,9,35.4,0.945,77.65274811,-9.2609272,1,0,0,0
2.9,14.35,54.8,1.458,77.65274811,-9.2609272,1,0,0,0
3,17.35,75.6,2.017,77.65274811,-9.2609272,1,0,0,0
10.6,22.3,26.6,0.723,30.23841476,-162.0327454,1,0,0,0
0,3.35,39.4,1.079,-122.4698563,-114.9771347,1,0,0,0
0,6.35,71.3,1.89,30.23841476,-162.0327454,1,0,0,0
0,19.35,57,1.531,30.23841476,-162.0327454,1,0,0,0
2.5,17.4,69.6,1.906,77.65274811,-9.2609272,1,0,0,0
3.2,22.4,64.6,1.774,77.65274811,-9.2609272,1,0,0,0
0,6.45,45.1,1.236,30.23841476,-162.0327454,1,0,0,0
2.6,8.5,64.5,1.718,77.65274811,-9.2609272,1,0,0,0
2.9,12.8,44.3,1.183,77.65274811,-9.2609272,1,0,0,0
3.8,4.9,55.8,1.49,77.65274811,-9.2609272,1,0,0,0
4,7.425,49,1.311,77.65274811,-9.2609272,1,0,0,0
3.7,10.7,44.6,1.189,77.65274811,-9.2609272,1,0,0,0
2.6,12.3,64.6,1.722,77.65274811,-9.2609272,1,0,0,0
2.8,18.4,70.2,1.873,77.65274811,-9.2609272,1,0,0,0
2.9,21.425,78,2.082,77.65274811,-9.2609272,1,0,0,0
0,3.425,107.5,2.574,77.65274811,-9.2609272,1,0,0,0
0,7.425,75.8,1.973,30.23841476,-162.0327454,1,0,0,0
0,3.25,87.7,2.323,77.65274811,-9.2609272,1,0,0,0
0,8.5,84.8,2.405,77.65274811,-9.2609272,1,0,0,0
0,34.6,47.3,1.283,77.65274811,-9.2609272,1,0,0,0
0,51.95,52.8,1.448,77.65274811,-9.2609272,1,0,0,0
0,9.425,74,1.946,77.65274811,-9.2609272,1,0,0,0
0,10.425,80.2,2.11,77.65274811,-9.2609272,1,0,0,0
0,12.5,64,1.638,77.65274811,-9.2609272,1,0,0,0
0,3.525,57.3,1.511,30.23841476,-162.0327454,1,0,0,0
4,8.6,90.4,2.464,77.65274811,-9.2609272,1,0,0,0
2.5,3.5,73.6,1.96,77.65274811,-9.2609272,1,0,0,0
2.7,7.5,64.1,1.716,77.65274811,-9.2609272,1,0,0,0
0,8.9,66.9,1.794,77.65274811,-9.2609272,1,0,0,0
0,10.45,80.5,2.171,77.65274811,-9.2609272,1,0,0,0
0,11.9,78.8,2.169,77.65274811,-9.2609272,1,0,0,0
1.2,8.95,80.6,2.185,77.65274811,-9.2609272,1,0,0,0
0,10.4,82.9,2.241,77.65274811,-9.2609272,1,0,0,0
0,9.925,84.8,2.147,77.65274811,-9.2609272,1,0,0,0
0,11.425,86.5,2.233,77.65274811,-9.2609272,1,0,0,0
0,12.85,74,1.877,77.65274811,-9.2609272,1,0,0,0
1.4,14.875,38,0.972,77.65274811,-9.2609272,1,0,0,0
0,2.4,70.3,1.818,30.23841476,-162.0327454,1,0,0,0
